total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee
1155.17,0,0,0
1003.61,0,0,0
145.09,0,0,0
390.61,0,0,0
1802.7,0,0,0
1574.56,0,0,0
588.59,0,0,0
219.14,0,0,0
1619.73,0,0,0
1217.99,0,0,0
211.77,0,0,0
1117.91,0,0,0
1347.69,0,0,0
397.72,0,0,0
318.57,0,0,0
385.06,0,0,0
411.69,0,0,0
2541.08,0,0,0
314.86,0,0,0
990.89,0,0,0
845.35,0,0,0
1163.32,0,0,0
724.97,0,0,0
444.92,0,0,0
1700.5,0,0,0
1228.07,0,0,0
1078,0,0,0
455.78,0,0,0
830.76,0,0,0
406,0,0,0
520.75,0,0,0
632.8,0,0,0
796.69,0,0,0
173.6,0,0,0
1073.84,0,0,0
293.85,0,0,0
457.5,0,0,0
1416.5,0,0,0
1766.74,0,0,0
1514.29,0,0,0
1119.81,0,0,0
567.86,0,0,0
453.26,0,0,0
603.45,0,0,0
847.47,0,0,0
1045.4,0,0,0
782.54,0,0,0
393.57,0,0,0
480.29,0,0,0
823.78,0,0,0
268.74,0,0,0
255.06,0,0,0
1030.12,0,0,0
903.25,0,0,0
248.51,0,0,0
285.43,0,0,0
1073.97,0,0,0
1262.92,0,0,0
887.14,0,0,0
531.64,0,0,0
882.18,0,0,0
88.8,0,0,0
1093.01,0,0,0
811.85,0,0,0
685.49,0,0,0
188.92,0,0,0
241.63,0,0,0
597.34,0,0,0
273.27,0,0,0
711.77,0,0,0
338.52,0,0,0
850.16,0,0,0
423.91,0,0,0
218.96,0,0,0
429.55,0,0,0
270.41,0,0,0
192.53,0,0,0
260.95,0,0,0
266.95,0,0,0
910.89,0,0,0
105.8,0,0,0
186.1,0,0,0
332.16,0,0,0
1210.52,0,0,0
335.1,0,0,0
441.76,0,0,0
364.35,0,0,0
2576.83,0,0,0
82.95,0,0,0
1745.07,0,0,0
1166.06,0,0,0
369.7,0,0,0
192.53,0,0,0
593.91,0,0,0
467.41,0,0,0
173.6,0,0,0
98.38,0,0,0
1194.62,0,0,0
598.09,0,0,0
281.02,0,0,0
212.54,0,0,0
474.51,0,0,0
229.6,0,0,0
898.33,0,0,0
1182.92,0,0,0
240.81,0,0,0
367.74,0,0,0
708.43,0,0,0
637.8,0,0,0
391.94,0,0,0
503.78,0,0,0
1005.84,0,0,0
1045.4,0,0,0
1027.25,0,0,0
1764.57,0,0,0
1059.43,0,0,0
516.17,0,0,0
537.49,0,0,0
802.44,0,0,0
752.08,0,0,0
1002.21,0,0,0
825.28,0,0,0
357.32,0,0,0
393.11,0,0,0
1485.32,0,0,0
1756.31,0,0,0
343.07,0,0,0
404.79,0,0,0
1602.35,0,0,0
754.85,0,0,0
92.4,0,0,0
601.03,0,0,0
470.24,0,0,0
782.81,0,0,0
635.86,0,0,0
843.31,0,0,0
238.12,0,0,0
311.74,0,0,0
586.9,0,0,0
970.16,0,0,0
770.11,0,0,0
455.44,0,0,0
123.21,0,0,0
165.82,0,0,0
296.74,0,0,0
310.92,0,0,0
540.81,0,0,0
165.22,0,0,0
623.58,0,0,0
641.08,0,0,0
156.44,0,0,0
201.23,0,0,0
1087.78,0,0,0
214.99,0,0,0
669.58,0,0,0
1390.47,0,0,0
756.37,0,0,0
451.32,0,0,0
1164.14,0,0,0
808.43,0,0,0
1047.53,0,0,0
1150.98,0,0,0
607.26,0,0,0
211.96,0,0,0
959.41,0,0,0
310.92,0,0,0
937.45,0,0,0
752.55,0,0,0
790.74,0,0,0
1314.74,0,0,0
418.87,0,0,0
1328.84,0,0,0
236.88,0,0,0
426.47,0,0,0
1510.34,0,0,0
215.84,0,0,0
371.85,0,0,0
403.16,0,0,0
227.45,0,0,0
455.69,0,0,0
69.31,0,0,0
490.48,0,0,0
433.21,0,0,0
1254.23,0,0,0
1359.73,0,0,0
288.8,0,0,0
623.54,0,0,0
152.6,0,0,0
1810.51,0,0,0
1082.58,0,0,0
1003.61,0,0,0
420.33,0,0,0
1299.36,0,0,0
777.02,0,0,0
370.84,0,0,0
255.77,0,0,0
572.55,0,0,0
868.16,0,0,0
741.02,0,0,0
804.67,0,0,0
1519.28,0,0,0
409.31,0,0,0
1166.06,0,0,0
401.71,0,0,0
444.92,0,0,0
774.04,0,0,0
1332.03,0,0,0
441.09,0,0,0
1328.84,0,0,0
389.26,0,0,0
199.11,0,0,0
1074.98,0,0,0
310.72,0,0,0
377.35,0,0,0
218.52,0,0,0
658.3,0,0,0
257.52,0,0,0
1810.51,0,0,0
427.88,0,0,0
866.01,0,0,0
1138.28,0,0,0
385.06,0,0,0
768.28,0,0,0
245.19,0,0,0
812.57,0,0,0
521.97,0,0,0
479.1,0,0,0
363.88,0,0,0
1133.18,0,0,0
1588.11,0,0,0
215.38,0,0,0
1118.72,0,0,0
612.81,0,0,0
182.18,0,0,0
418.12,0,0,0
931.58,0,0,0
272.87,0,0,0
752.71,0,0,0
268.55,0,0,0
437.53,0,0,0
369.11,0,0,0
715.75,0,0,0
904.33,0,0,0
1822.14,0,0,0
123.04,0,0,0
999.02,0,0,0
1519.28,0,0,0
1628,0,0,0
51.36,0,0,0
1019.41,0,0,0
791,0,0,0
126.52,0,0,0
1288.92,0,0,0
573.93,0,0,0
494.93,0,0,0
516.02,0,0,0
173.06,0,0,0
409.31,0,0,0
287.79,0,0,0
397.51,0,0,0
192.54,0,0,0
231.04,0,0,0
254.69,0,0,0
521.2,0,0,0
490.1,0,0,0
716.65,0,0,0
222.46,0,0,0
885.21,0,0,0
655.51,0,0,0
377.83,0,0,0
1067.81,0,0,0
170.23,0,0,0
310.92,0,0,0
0,0,0,0
280.89,0,0,0
395.3,0,0,0
1776.35,0,0,0
1176.01,0,0,0
728.79,0,0,0
1805.8,0,0,0
1496.54,0,0,0
262.2,0,0,0
467.11,0,0,0
833.2,0,0,0
274.45,0,0,0
1270.68,0,0,0
91.12,0,0,0
128.19,0,0,0
580.41,0,0,0
2296.75,0,0,0
2612.9,0,0,0
222.46,0,0,0
808.43,0,0,0
2317.76,0,0,0
745.72,0,0,0
376.19,0,0,0
865.31,0,0,0
279.25,0,0,0
1846.02,0,0,0
391.79,0,0,0
334.78,0,0,0
635.87,0,0,0
122.59,0,0,0
582.81,0,0,0
569.41,0,0,0
249.16,0,0,0
882.88,0,0,0
924.13,0,0,0
524.57,0,0,0
1443.89,0,0,0
1421.29,0,0,0
2164.53,0,0,0
409,0,0,0
1468.68,0,0,0
529.85,0,0,0
233.07,0,0,0
451.32,0,0,0
1780.98,0,0,0
423.22,0,0,0
314.86,0,0,0
464.81,0,0,0
216.46,0,0,0
723.5,0,0,0
283.37,0,0,0
472.7,0,0,0
661.28,0,0,0
1162.74,0,0,0
404.76,0,0,0
314.99,0,0,0
1195.95,0,0,0
635.87,0,0,0
431.69,0,0,0
537.49,0,0,0
295.65,0,0,0
1212.64,0,0,0
273.98,0,0,0
377.83,0,0,0
441.09,0,0,0
201.03,0,0,0
303.69,0,0,0
996.48,0,0,0
777.37,0,0,0
949.03,0,0,0
619.26,0,0,0
94.05,0,0,0
173.82,0,0,0
607.26,0,0,0
176.43,0,0,0
407.61,0,0,0
793.47,0,0,0
215.01,0,0,0
373.04,0,0,0
3027.75,0,0,0
299.52,0,0,0
1232.51,0,0,0
308.04,0,0,0
2898.66,0,0,0
548.29,0,0,0
1260.1,0,0,0
267.2,0,0,0
1457.57,0,0,0
2113.06,0,0,0
477.49,0,0,0
2596.73,0,0,0
528.62,0,0,0
1112.94,0,0,0
255.84,0,0,0
556.52,0,0,0
484.29,0,0,0
906.75,0,0,0
232.7,0,0,0
2439.26,0,0,0
313.18,0,0,0
926.39,0,0,0
264.94,0,0,0
470.49,0,0,0
335.32,0,0,0
812.07,0,0,0
336.5,0,0,0
664.42,0,0,0
971.71,0,0,0
903.25,0,0,0
961.03,0,0,0
735.26,0,0,0
40.49,0,0,0
296.74,0,0,0
231.03,0,0,0
1472.48,0,0,0
928.09,0,0,0
294.06,0,0,0
641.69,0,0,0
642.67,0,0,0
253.89,0,0,0
903.25,0,0,0
1180.92,0,0,0
148.86,0,0,0
451.53,0,0,0
1056.45,0,0,0
592.19,0,0,0
1026.99,0,0,0
1871.59,0,0,0
712.4,0,0,0
322.53,0,0,0
632.81,0,0,0
88.99,0,0,0
577.58,0,0,0
863.49,0,0,0
282.13,0,0,0
675.57,0,0,0
393.08,0,0,0
703.76,0,0,0
335.05,0,0,0
649.36,0,0,0
1666.56,0,0,0
1171.82,0,0,0
797.18,0,0,0
1449.62,0,0,0
752.48,0,0,0
1140.05,0,0,0
428.06,0,0,0
410.45,0,0,0
848.56,0,0,0
573.41,0,0,0
781.34,0,0,0
317.93,0,0,0
110.88,0,0,0
358.33,0,0,0
860.04,0,0,0
1017.71,0,0,0
902.66,0,0,0
183.64,0,0,0
286.66,0,0,0
289.98,0,0,0
419.56,0,0,0
541.71,0,0,0
2798.34,0,0,0
1062.7,0,0,0
1042.77,0,0,0
228.88,0,0,0
940.67,0,0,0
423.92,0,0,0
1950.73,0,0,0
1328.84,0,0,0
1059.59,0,0,0
728.79,0,0,0
2230.19,0,0,0
411.48,0,0,0
398.59,0,0,0
520.9,0,0,0
364.94,0,0,0
1182.44,0,0,0
119.91,0,0,0
176.58,0,0,0
2045.7,0,0,0
147.03,0,0,0
494.53,0,0,0
360.54,0,0,0
968.01,0,0,0
225.67,0,0,0
706.34,0,0,0
23.99,0,0,0
339.13,0,0,0
788.61,0,0,0
2121.42,0,0,0
246.27,0,0,0
1023.49,0,0,0
133.69,0,0,0
692.97,0,0,0
347.34,0,0,0
941.11,0,0,0
3246.31,0,0,0
481.34,0,0,0
1581.91,0,0,0
1252.84,0,0,0
506.99,0,0,0
1250.77,0,0,0
1604.22,0,0,0
156.24,0,0,0
756.17,0,0,0
692.59,0,0,0
437.93,0,0,0
1892.13,0,0,0
967.55,0,0,0
1170.81,0,0,0
195.47,0,0,0
1186.19,0,0,0
889.85,0,0,0
385.06,0,0,0
1016.15,0,0,0
434,0,0,0
1076.89,0,0,0
148.37,0,0,0
1204.33,0,0,0
34.12,0,0,0
580.05,0,0,0
413.59,0,0,0
1186.05,0,0,0
1866.36,0,0,0
246.62,0,0,0
107.46,0,0,0
668.46,0,0,0
434.98,0,0,0
117.19,0,0,0
369.5,0,0,0
187.59,0,0,0
205.99,0,0,0
258.73,0,0,0
671.37,0,0,0
278.25,0,0,0
703.09,0,0,0
705.83,0,0,0
1835.85,0,0,0
1870.37,0,0,0
658.77,0,0,0
602.16,0,0,0
283.28,0,0,0
422.33,0,0,0
121.65,0,0,0
179.16,0,0,0
419.28,0,0,0
64.5,0,0,0
684.43,0,0,0
309.61,0,0,0
328.33,0,0,0
215.85,0,0,0
1715.35,0,0,0
2030.19,0,0,0
1119.93,0,0,0
176.62,0,0,0
1170.31,0,0,0
368.27,0,0,0
1762.42,0,0,0
74.7,0,0,0
931.23,0,0,0
436.16,0,0,0
196.15,0,0,0
226.16,0,0,0
1045.16,0,0,0
884.65,0,0,0
987.02,0,0,0
1025.5,0,0,0
491.5,0,0,0
185.1,0,0,0
1399.11,0,0,0
153.83,0,0,0
1381.63,0,0,0
583.9,0,0,0
218.96,0,0,0
201.55,0,0,0
582.3,0,0,0
757.75,0,0,0
481.34,0,0,0
377.83,0,0,0
355.89,0,0,0
652.37,0,0,0
320.51,0,0,0
206.95,0,0,0
1820.37,0,0,0
1027.11,0,0,0
845.91,0,0,0
449.67,0,0,0
506.05,0,0,0
382.57,0,0,0
546.69,0,0,0
1364.04,0,0,0
768.14,0,0,0
762.41,0,0,0
167.71,0,0,0
476.54,0,0,0
451.32,0,0,0
332.77,0,0,0
14.37,0,0,0
797.31,0,0,0
530.24,0,0,0
1693.99,0,0,0
743.29,0,0,0
349.4,0,0,0
494.57,0,0,0
1418.99,0,0,0
941.89,0,0,0
1540.65,0,0,0
161.26,0,0,0
188.74,0,0,0
711.77,0,0,0
973.47,0,0,0
1950.4,0,0,0
542.6,0,0,0
1107,0,0,0
745.65,0,0,0
2477.45,0,0,0
888.58,0,0,0
195.3,0,0,0
195.86,0,0,0
1572.08,0,0,0
1069.48,0,0,0
773.88,0,0,0
38.63,0,0,0
1256.87,0,0,0
565.73,0,0,0
870.08,0,0,0
888.81,0,0,0
1122.96,0,0,0
1740.16,0,0,0
264.92,0,0,0
951.28,0,0,0
102.18,0,0,0
479.83,0,0,0
575.58,0,0,0
1174.95,0,0,0
621.29,0,0,0
1550.32,0,0,0
607.26,0,0,0
497.52,0,0,0
364.48,0,0,0
1180.63,0,0,0
346.15,0,0,0
472.29,0,0,0
185.46,0,0,0
196.32,0,0,0
683.36,0,0,0
436.63,0,0,0
1076.53,0,0,0
1773.58,0,0,0
373.82,0,0,0
218.62,0,0,0
512.75,0,0,0
842.87,0,0,0
665.26,0,0,0
1360.54,0,0,0
165.05,0,0,0
593.07,0,0,0
949.59,0,0,0
179.16,0,0,0
472.17,0,0,0
560.91,0,0,0
822.88,0,0,0
497.15,0,0,0
459.79,0,0,0
652.47,0,0,0
1828.62,0,0,0
428.42,0,0,0
777.72,0,0,0
518.19,0,0,0
365.73,0,0,0
1540.65,0,0,0
396.59,0,0,0
308.04,0,0,0
1254.14,0,0,0
164.06,0,0,0
133.48,0,0,0
617.6,0,0,0
307.43,0,0,0
1318.34,0,0,0
118.27,0,0,0
302.65,0,0,0
1279.54,0,0,0
479.83,0,0,0
419.83,0,0,0
54.73,0,0,0
1780.98,0,0,0
476.89,0,0,0
223.58,0,0,0
108.16,0,0,0
673.88,0,0,0
302.08,0,0,0
440.18,0,0,0
949.03,0,0,0
604.14,0,0,0
788.61,0,0,0
1106.8,0,0,0
57.26,0,0,0
1335.23,0,0,0
833.51,0,0,0
562.02,0,0,0
121.65,0,0,0
308.04,0,0,0
1399.5,0,0,0
261.23,0,0,0
661.51,0,0,0
1554.74,0,0,0
1272.05,0,0,0
551.53,0,0,0
1983.97,0,0,0
152.94,0,0,0
1287.53,0,0,0
1549.42,0,0,0
169.57,0,0,0
440.19,0,0,0
3103.44,0,0,0
447.44,0,0,0
1263.62,0,0,0
401.27,0,0,0
565.17,0,0,0
1107.41,0,0,0
1117.91,0,0,0
16.2,0,0,0
118.27,0,0,0
1293.27,0,0,0
783.69,0,0,0
706.46,0,0,0
887.14,0,0,0
927.11,0,0,0
2826.76,0,0,0
2007.76,0,0,0
1306.16,0,0,0
811.22,0,0,0
103.64,0,0,0
364.94,0,0,0
348,0,0,0
775.16,0,0,0
317.93,0,0,0
708.3,0,0,0
362.91,0,0,0
430.04,0,0,0
326.16,0,0,0
308.06,0,0,0
1119.6,0,0,0
2602.88,0,0,0
729.26,0,0,0
1127.05,0,0,0
887.25,0,0,0
272.98,0,0,0
286.66,0,0,0
1429.3,0,0,0
434.11,0,0,0
785.15,0,0,0
714.07,0,0,0
217.25,0,0,0
1035.64,0,0,0
361.15,0,0,0
742.13,0,0,0
423.87,0,0,0
1017.31,0,0,0
917.06,0,0,0
501.83,38.28,0,0
1563.14,0,0,0
349.13,0,0,0
343.99,0,0,0
468.34,0,0,0
2011.93,0,0,0
1186.35,0,0,0
1217.49,0,0,0
304.43,0,0,0
1202.93,0,0,0
602.73,0,0,0
660.97,0,0,0
1845.67,0,0,0
1730.32,0,0,0
1272.05,0,0,0
481.34,0,0,0
665.26,0,0,0
373.97,0,0,0
373.14,0,0,0
1041.31,0,0,0
312.56,17.21,0,0
739.66,0,0,0
1012.83,0,0,0
159.7,0,0,0
312.34,0,0,0
1522.21,0,0,0
1123.3,0,0,0
294.06,0,0,0
1270.49,0,0,0
807.45,0,0,0
269.07,0,0,0
1085.2,0,0,0
237.96,0,0,0
191.64,0,0,0
1660.8,0,0,0
1673.13,0,0,0
893.93,0,0,0
308.02,0,0,0
130.62,0,0,0
905.26,0,0,0
1040.21,0,0,0
843.73,0,0,0
423.92,0,0,0
433.27,0,0,0
377.83,0,0,0
2180.6,0,0,0
772.58,0,0,0
749.96,0,0,0
1001.1,0,0,0
233.15,0,0,0
1023.17,0,0,0
66.53,0,0,0
347.15,0,0,0
548.59,0,0,0
451.32,0,0,0
1379.78,0,0,0
210.67,0,0,0
411.07,0,0,0
2223.35,0,0,0
339.94,0,0,0
364.94,0,0,0
1107.41,0,0,0
638.81,0,0,0
996.69,0,0,0
193.14,0,0,0
451.32,0,0,0
430.02,0,0,0
290.76,0,0,0
681.22,0,0,0
137.57,0,0,0
1246.44,0,0,0
523.62,0,0,0
166.93,0,0,0
554.18,0,0,0
306.4,0,0,0
390.87,0,0,0
716.65,0,0,0
708.2,0,0,0
463.53,0,0,0
477.53,0,0,0
437.8,0,0,0
397.42,0,0,0
740.44,0,0,0
1730.1,0,0,0
946.13,0,0,0
599.79,0,0,0
1217.8,0,0,0
954.69,0,0,0
782.01,0,0,0
588.75,0,0,0
1136.6,0,0,0
489.41,0,0,0
218.74,0,0,0
1380.07,0,0,0
20.63,0,0,0
1138.94,0,0,0
617.6,0,0,0
1078.04,0,0,0
336.94,0,0,0
784.78,0,0,0
353.84,0,0,0
660.51,0,0,0
849.73,0,0,0
764.69,0,0,0
2273.32,0,0,0
752.48,0,0,0
2383.31,0,0,0
58.59,0,0,0
444.92,0,0,0
830.52,0,0,0
226.62,0,0,0
507.08,0,0,0
1498.55,0,0,0
907.65,0,0,0
1392.85,0,0,0
1214.64,0,0,0
1083.19,0,0,0
228.13,0,0,0
1021.16,0,0,0
231.76,0,0,0
806.31,0,0,0
344.22,0,0,0
1959.44,0,0,0
159.7,0,0,0
1526.56,0,0,0
253.89,0,0,0
103.64,0,0,0
1468.68,0,0,0
953.43,0,0,0
2030.19,0,0,0
971.71,0,0,0
574.73,0,0,0
692.97,0,0,0
504.04,0,0,0
1159.71,0,0,0
1198.87,0,0,0
528.22,0,0,0
132.81,0,0,0
296.49,0,0,0
2056.15,0,0,0
261.02,0,0,0
1107.37,0,0,0
940.67,0,0,0
438.87,0,0,0
187.49,0,0,0
286.04,0,0,0
250.79,0,0,0
364.35,0,0,0
215.32,0,0,0
166.09,0,0,0
52.25,0,0,0
308.02,0,0,0
611.29,0,0,0
1254.14,0,0,0
968.41,0,0,0
69.67,0,0,0
122.8,0,0,0
184.81,0,0,0
780.16,0,0,0
100.38,0,0,0
343.04,0,0,0
684.25,0,0,0
752.53,0,0,0
750.32,0,0,0
619.11,0,0,0
474.17,0,0,0
599.79,0,0,0
2014.15,0,0,0
604.38,0,0,0
278.24,0,0,0
377.83,0,0,0
125.42,0,0,0
817.48,0,0,0
735.15,0,0,0
1702.3,0,0,0
1133.18,0,0,0
357.94,0,0,0
458.11,0,0,0
339.94,0,0,0
771.89,0,0,0
50.53,0,0,0
455.58,0,0,0
387.01,0,0,0
205.84,0,0,0
287.37,0,0,0
541.59,0,0,0
418.87,0,0,0
264.92,0,0,0
1190.86,0,0,0
2966.04,0,0,0
380.6,0,0,0
71.66,0,0,0
453.26,0,0,0
268.77,0,0,0
919.21,0,0,0
722.01,0,0,0
2202.9,0,0,0
467.33,0,0,0
855.58,0,0,0
535.24,0,0,0
546.86,0,0,0
92.62,0,0,0
962.68,0,0,0
2056.15,0,0,0
193.17,0,0,0
708.47,0,0,0
285.85,0,0,0
895.2,0,0,0
701.73,0,0,0
222.46,0,0,0
1571.81,0,0,0
455.53,0,0,0
518.19,0,0,0
243.29,0,0,0
994.3,0,0,0
341.09,0,0,0
468.09,0,0,0
706.88,0,0,0
215.46,0,0,0
677.22,0,0,0
308.04,0,0,0
241.65,0,0,0
239.83,0,0,0
786.04,0,0,0
1117.18,0,0,0
339.94,0,0,0
1838.42,0,0,0
2820.6,0,0,0
1835.41,0,0,0
883.49,0,0,0
1556.8,0,0,0
670.75,0,0,0
1566.18,0,0,0
55.85,0,0,0
459.2,0,0,0
284.08,0,0,0
606.38,0,0,0
1099.92,0,0,0
1638.4,0,0,0
273.43,0,0,0
236.36,0,0,0
1493.09,0,0,0
1667.99,0,0,0
1719.72,0,0,0
33.09,0,0,0
1072.29,0,0,0
254.35,0,0,0
463.73,0,0,0
2570.19,0,0,0
528.38,0,0,0
440,0,0,0
895.2,0,0,0
92.15,0,0,0
745.72,0,0,0
423.92,0,0,0
3799.63,0,0,0
215.01,0,0,0
223.58,0,0,0
191.64,0,0,0
902.66,0,0,0
1696.45,0,0,0
861.7,0,0,0
157.43,0,0,0
1756.31,0,0,0
1101.51,0,0,0
159.78,0,0,0
220.54,0,0,0
688.03,0,0,0
773.76,0,0,0
1450.09,0,0,0
279.25,0,0,0
2191.1,0,0,0
1074.98,0,0,0
782.6,0,0,0
508.85,0,0,0
429.95,0,0,0
1498.58,0,0,0
99.9,0,0,0
211.66,0,0,0
64.49,0,0,0
1271.75,0,0,0
715.21,0,0,0
140.06,0,0,0
656.71,0,0,0
144.4,0,0,0
1088.39,0,0,0
571.65,0,0,0
1290.56,0,0,0
546.86,0,0,0
1478.06,0,0,0
335.1,0,0,0
693.73,0,0,0
929.48,0,0,0
623.22,0,0,0
770.03,0,0,0
226.62,0,0,0
849.85,0,0,0
850.16,0,0,0
479.83,0,0,0
257.99,0,0,0
71.66,0,0,0
395.39,0,0,0
329.16,0,0,0
383.29,0,0,0
134.39,0,0,0
820.86,0,0,0
518.47,0,0,0
974.9,0,0,0
218.8,0,0,0
841.32,0,0,0
167.06,0,0,0
997.21,0,0,0
2443.64,0,0,0
392.26,0,0,0
2417.39,0,0,0
444.92,0,0,0
688.03,0,0,0
820.07,0,0,0
369.61,0,0,0
973.46,0,0,0
1218.1,0,0,0
511.05,0,0,0
753.08,0,0,0
937.45,0,0,0
346.06,0,0,0
566.56,0,0,0
785.53,0,0,0
445.39,0,0,0
608.23,0,0,0
708.21,0,0,0
414.95,25.95,0,0
802.11,0,0,0
377.99,0,0,0
2009.68,0,0,0
433.27,0,0,0
278.4,0,0,0
77.73,0,0,0
722.01,0,0,0
1356.85,0,0,0
403.16,0,0,0
388.52,0,0,0
706.69,0,0,0
479.83,0,0,0
880.37,0,0,0
1552.26,0,0,0
272.33,0,0,0
221.04,0,0,0
143.19,0,0,0
396.71,0,0,0
882.29,0,0,0
2411.54,0,0,0
1403.64,0,0,0
366.83,0,0,0
1157.63,0,0,0
588.11,0,0,0
129.52,0,0,0
1164.46,0,0,0
1237.12,0,0,0
794.82,0,0,0
145.09,0,0,0
306.48,0,0,0
474.51,0,0,0
92.73,0,0,0
999.64,0,0,0
644.2,0,0,0
537.53,0,0,0
194.64,0,0,0
210.52,0,0,0
195.47,0,0,0
2818.06,0,0,0
125.34,0,0,0
1084.57,0,0,0
768.46,0,0,0
241.9,0,0,0
351.54,0,0,0
316.28,0,0,0
373.23,0,0,0
889.85,0,0,0
1.85,0,0,0
522.46,0,0,0
1176.38,0,0,0
548.59,0,0,0
159.45,0,0,0
213.82,0,0,0
469.85,0,0,0
1176.38,0,0,0
160.92,0,0,0
277.22,0,0,0
509.91,0,0,0
536.16,0,0,0
436.26,0,0,0
119.91,0,0,0
365.73,0,0,0
481.53,0,0,0
284.21,0,0,0
242.16,0,0,0
752.53,0,0,0
430.77,0,0,0
735.37,0,0,0
372.49,0,0,0
548.73,0,0,0
157.91,0,0,0
529.88,0,0,0
184.91,0,0,0
862.44,0,0,0
303.63,0,0,0
1169.47,0,0,0
2873.45,0,0,0
121.65,0,0,0
234.36,0,0,0
307.21,0,0,0
383.29,0,0,0
999.92,0,0,0
1107.37,0,0,0
225.67,0,0,0
722.01,0,0,0
2049.38,0,0,0
1588.11,0,0,0
1077.73,0,0,0
2014.08,0,0,0
1232.54,0,0,0
255.76,0,0,0
322.53,0,0,0
2056.15,0,0,0
626.31,0,0,0
165.82,0,0,0
118.63,0,0,0
586.92,0,0,0
880.37,0,0,0
2255.11,0,0,0
161.26,0,0,0
306.63,0,0,0
768.52,0,0,0
335.78,0,0,0
358.33,0,0,0
739.03,0,0,0
878.32,0,0,0
997.32,0,0,0
2558.04,0,0,0
611.44,0,0,0
403.16,0,0,0
573.56,0,0,0
1540.65,0,0,0
319.53,0,0,0
305.22,0,0,0
274.29,0,0,0
697.96,0,0,0
197.49,0,0,0
498.58,0,0,0
1264.61,0,0,0
1403.64,0,0,0
156.24,0,0,0
3075.68,0,0,0
696.58,0,0,0
258.75,0,0,0
860.04,0,0,0
2077.64,0,0,0
556.55,0,0,0
1347.5,0,0,0
362.49,0,0,0
275.96,0,0,0
1245.2,0,0,0
295.16,0,0,0
401.56,0,0,0
591.46,0,0,0
133.59,0,0,0
672.98,0,0,0
661.31,0,0,0
336.94,0,0,0
143.9,0,0,0
1521.78,0,0,0
108.58,0,0,0
2521.52,0,0,0
902.66,0,0,0
184.81,0,0,0
573.32,0,0,0
514.87,0,0,0
217.16,0,0,0
716.09,0,0,0
739.17,0,0,0
369.61,0,0,0
176.32,0,0,0
860.74,0,0,0
773.88,0,0,0
1130.71,0,0,0
417.97,0,0,0
268.87,0,0,0
1416.44,0,0,0
273.43,0,0,0
50.22,0,0,0
2570.19,0,0,0
3079.94,0,0,0
648.05,0,0,0
1956.17,0,0,0
515.92,0,0,0
1519.02,0,0,0
275.33,0,0,0
46.79,0,0,0
580.37,0,0,0
1291.48,0,0,0
339.94,0,0,0
231.03,0,0,0
120.83,0,0,0
1028.16,0,0,0
613.31,0,0,0
181.83,0,0,0
543.23,0,0,0
673.74,0,0,0
1724.39,0,0,0
341.97,0,0,0
822.46,0,0,0
248.83,0,0,0
683.13,0,0,0
139.97,0,0,0
1170.36,0,0,0
1033.55,0,0,0
1567.74,0,0,0
479.1,0,0,0
243.29,0,0,0
638.81,0,0,0
822.57,0,0,0
1505.07,0,0,0
679.75,0,0,0
2061.46,0,0,0
988.37,0,0,0
1602.5,0,0,0
2514.69,0,0,0
1505.41,0,0,0
1367.12,0,0,0
34.94,0,0,0
1162.42,0,0,0
812.61,0,0,0
706.29,0,0,0
610.62,0,0,0
321.91,0,0,0
318.73,0,0,0
813.24,0,0,0
1409.46,0,0,0
2553.91,0,0,0
216.61,0,0,0
302.81,0,0,0
34.72,0,0,0
2607.71,0,0,0
515.84,0,0,0
2144.36,0,0,0
281.99,0,0,0
2144.83,0,0,0
2094.53,0,0,0
288.8,0,0,0
934.71,0,0,0
193.39,0,0,0
319.41,0,0,0
2514.69,0,0,0
851.02,0,0,0
655.33,0,0,0
486.59,0,0,0
1967.7,0,0,0
1357.41,0,0,0
2570.19,0,0,0
1444.03,0,0,0
737.08,0,0,0
1220.84,0,0,0
195.3,0,0,0
216.73,0,0,0
315.75,0,0,0
2116.26,0,0,0
976.51,0,0,0
390.61,0,0,0
71.66,0,0,0
238.06,0,0,0
1796.66,0,0,0
1501.7,0,0,0
2535.96,0,0,0
759.63,0,0,0
487.95,0,0,0
688.03,0,0,0
865.3,0,0,0
310.92,0,0,0
1391.92,0,0,0
1436.84,0,0,0
591.22,0,0,0
561.47,0,0,0
694.39,0,0,0
210.97,0,0,0
94.76,0,0,0
781.21,0,0,0
215.61,0,0,0
1983.01,0,0,0
817.48,0,0,0
1685.33,0,0,0
1078.04,0,0,0
1447.98,0,0,0
474.16,0,0,0
860.04,0,0,0
1965.1,0,0,0
336.94,0,0,0
592.4,0,0,0
638.81,0,0,0
270.8,0,0,0
1223.25,0,0,0
295.69,0,0,0
541.59,0,0,0
339.13,0,0,0
752.55,0,0,0
165.82,0,0,0
221.76,0,0,0
93.72,0,0,0
3103.44,0,0,0
714.39,0,0,0
677.08,0,0,0
149.33,0,0,0
2282.1,0,0,0
1317.55,0,0,0
1254.23,0,0,0
888.19,0,0,0
171.58,0,0,0
343.07,0,0,0
448.29,0,0,0
156.88,0,0,0
261.23,0,0,0
1525.12,0,0,0
167.19,0,0,0
681.22,0,0,0
2120.09,0,0,0
845.42,0,0,0
616.02,0,0,0
641.69,0,0,0
1017.57,0,0,0
69.44,0,0,0
